FeatureCode,DateCode,Measurement,Units,Value
S12000030,2000/2001,Ratio,"EASR per 100,000",47.72
S12000030,2002/2003,Ratio,"EASR per 100,000",83.69
S12000030,1998/1999,Ratio,"EASR per 100,000",53.18
S12000030,1999/2000,Ratio,"EASR per 100,000",66.59
S12000030,2006/2007,Ratio,"EASR per 100,000",54.15
S12000030,2005/2006,Ratio,"EASR per 100,000",55.25
S12000030,2007/2008,Ratio,"EASR per 100,000",86.6
S12000030,2003/2004,Ratio,"EASR per 100,000",73.64
S12000030,2004/2005,Ratio,"EASR per 100,000",70.38
S12000029,2014/2015,Ratio,"EASR per 100,000",101.83
S12000029,2013/2014,Ratio,"EASR per 100,000",85.95
S12000029,2015/2016,Ratio,"EASR per 100,000",146.76
S12000029,2011/2012,Ratio,"EASR per 100,000",81.55
S12000029,2012/2013,Ratio,"EASR per 100,000",82.93
S12000006,2013/2014,Ratio,"EASR per 100,000",156.54
S12000030,1997/1998,Ratio,"EASR per 100,000",35.37
S12000006,2015/2016,Ratio,"EASR per 100,000",150.3
S12000006,2014/2015,Ratio,"EASR per 100,000",133.52
S12000028,2002/2003,Ratio,"EASR per 100,000",124.55
S12000028,2001/2002,Ratio,"EASR per 100,000",138.35
S12000028,2003/2004,Ratio,"EASR per 100,000",157.3
S12000028,1999/2000,Ratio,"EASR per 100,000",93.98
S12000028,2000/2001,Ratio,"EASR per 100,000",113.38
S12000028,2007/2008,Ratio,"EASR per 100,000",166.75
S12000028,2006/2007,Ratio,"EASR per 100,000",177.16
S12000028,2008/2009,Ratio,"EASR per 100,000",181.14
S12000028,2004/2005,Ratio,"EASR per 100,000",184.98
S12000028,2005/2006,Ratio,"EASR per 100,000",164
S12000027,2015/2016,Ratio,"EASR per 100,000",108.74
S12000027,2014/2015,Ratio,"EASR per 100,000",91.44
S12000008,2015/2016,Ratio,"EASR per 100,000",271
S12000027,2012/2013,Ratio,"EASR per 100,000",76.26
S12000027,2013/2014,Ratio,"EASR per 100,000",116.11
S12000028,1997/1998,Ratio,"EASR per 100,000",61.32
S12000028,1998/1999,Ratio,"EASR per 100,000",101.95
S12000008,2014/2015,Ratio,"EASR per 100,000",278.11
S12000008,2013/2014,Ratio,"EASR per 100,000",256.61
S12000008,2007/2008,Ratio,"EASR per 100,000",250.75
S12000008,2008/2009,Ratio,"EASR per 100,000",212.88
S12000008,2006/2007,Ratio,"EASR per 100,000",205.47
S12000008,2010/2011,Ratio,"EASR per 100,000",274.93
S12000008,2009/2010,Ratio,"EASR per 100,000",233
S12000008,2003/2004,Ratio,"EASR per 100,000",170.5
S12000008,2002/2003,Ratio,"EASR per 100,000",205.62
S12000008,2005/2006,Ratio,"EASR per 100,000",176.98
S12000008,2004/2005,Ratio,"EASR per 100,000",186.12
S12000028,2012/2013,Ratio,"EASR per 100,000",131.63
S12000028,2011/2012,Ratio,"EASR per 100,000",166.02
S12000028,2013/2014,Ratio,"EASR per 100,000",165.62
S12000028,2009/2010,Ratio,"EASR per 100,000",158.32
S12000028,2010/2011,Ratio,"EASR per 100,000",178.52
S12000008,2012/2013,Ratio,"EASR per 100,000",258.63
S12000008,2011/2012,Ratio,"EASR per 100,000",306.53
S12000028,2014/2015,Ratio,"EASR per 100,000",189.66
S12000028,2015/2016,Ratio,"EASR per 100,000",206.49
S12000018,2008/2009,Ratio,"EASR per 100,000",264.98
S12000018,2007/2008,Ratio,"EASR per 100,000",252.03
S12000018,2009/2010,Ratio,"EASR per 100,000",261.48
S12000018,2005/2006,Ratio,"EASR per 100,000",131.9
S12000018,2006/2007,Ratio,"EASR per 100,000",143.8
S12000018,2013/2014,Ratio,"EASR per 100,000",263.92
S12000018,2012/2013,Ratio,"EASR per 100,000",209.41
S12000018,2014/2015,Ratio,"EASR per 100,000",313.61
S12000018,2010/2011,Ratio,"EASR per 100,000",270.72
S12000018,2011/2012,Ratio,"EASR per 100,000",300.01
S12000018,1999/2000,Ratio,"EASR per 100,000",169.38
S12000018,1998/1999,Ratio,"EASR per 100,000",181.35
S12000018,2000/2001,Ratio,"EASR per 100,000",191.92
S12000014,1997/1998,Ratio,"EASR per 100,000",34.46
S12000018,1997/1998,Ratio,"EASR per 100,000",122.59
S12000018,2003/2004,Ratio,"EASR per 100,000",289.03
S12000018,2004/2005,Ratio,"EASR per 100,000",224.43
S12000018,2001/2002,Ratio,"EASR per 100,000",200.16
S12000018,2002/2003,Ratio,"EASR per 100,000",276.03
S12000013,2004/2005,Ratio,"EASR per 100,000",58.88
S12000013,2005/2006,Ratio,"EASR per 100,000",43.93
S12000013,2003/2004,Ratio,"EASR per 100,000",58.45
S12000013,2007/2008,Ratio,"EASR per 100,000",44.14
S12000013,2006/2007,Ratio,"EASR per 100,000",42.18
S12000019,1999/2000,Ratio,"EASR per 100,000",51.91
S12000019,1998/1999,Ratio,"EASR per 100,000",49.76
S12000019,2000/2001,Ratio,"EASR per 100,000",43.79
S12000013,2002/2003,Ratio,"EASR per 100,000",40.82
S12000019,1997/1998,Ratio,"EASR per 100,000",52.16
S12000013,2013/2014,Ratio,"EASR per 100,000",52.55
S12000013,2014/2015,Ratio,"EASR per 100,000",61.79
S12000013,2012/2013,Ratio,"EASR per 100,000",44.27
S12000018,2015/2016,Ratio,"EASR per 100,000",348.17
S12000013,2015/2016,Ratio,"EASR per 100,000",35.81
S12000013,2009/2010,Ratio,"EASR per 100,000",25.77
S12000013,2008/2009,Ratio,"EASR per 100,000",28.3
S12000013,2011/2012,Ratio,"EASR per 100,000",50.73
S12000013,2010/2011,Ratio,"EASR per 100,000",32.79
S12000014,2003/2004,Ratio,"EASR per 100,000",41.44
S12000014,2004/2005,Ratio,"EASR per 100,000",43.94
S12000014,2002/2003,Ratio,"EASR per 100,000",60.47
S12000014,2006/2007,Ratio,"EASR per 100,000",37.54
S12000014,2005/2006,Ratio,"EASR per 100,000",37.81
S12000017,2000/2001,Ratio,"EASR per 100,000",27.65
S12000017,1999/2000,Ratio,"EASR per 100,000",27.11
S12000017,2001/2002,Ratio,"EASR per 100,000",29.57
S12000017,1997/1998,Ratio,"EASR per 100,000",19.35
S12000017,1998/1999,Ratio,"EASR per 100,000",19.12
S12000014,2012/2013,Ratio,"EASR per 100,000",54.85
S12000014,2013/2014,Ratio,"EASR per 100,000",91.65
S12000014,2011/2012,Ratio,"EASR per 100,000",54.64
S12000014,2015/2016,Ratio,"EASR per 100,000",119.39
S12000014,2014/2015,Ratio,"EASR per 100,000",101.44
S12000014,2008/2009,Ratio,"EASR per 100,000",62.44
S12000014,2007/2008,Ratio,"EASR per 100,000",40.66
S12000014,2010/2011,Ratio,"EASR per 100,000",60.58
S12000014,2009/2010,Ratio,"EASR per 100,000",77.47
S12000017,2014/2015,Ratio,"EASR per 100,000",79.91
S12000017,2013/2014,Ratio,"EASR per 100,000",78.47
S12000017,2015/2016,Ratio,"EASR per 100,000",100.26
S12000017,2011/2012,Ratio,"EASR per 100,000",100.43
S12000017,2012/2013,Ratio,"EASR per 100,000",85.98
S12000014,1999/2000,Ratio,"EASR per 100,000",52.41
S12000014,1998/1999,Ratio,"EASR per 100,000",41.78
S12000014,2001/2002,Ratio,"EASR per 100,000",69.86
S12000014,2000/2001,Ratio,"EASR per 100,000",50.68
S12000017,2005/2006,Ratio,"EASR per 100,000",52.61
S12000017,2004/2005,Ratio,"EASR per 100,000",51.72
S12000017,2006/2007,Ratio,"EASR per 100,000",50.17
S12000017,2002/2003,Ratio,"EASR per 100,000",36.76
S12000017,2003/2004,Ratio,"EASR per 100,000",41.37
S12000017,2009/2010,Ratio,"EASR per 100,000",78.12
S12000017,2010/2011,Ratio,"EASR per 100,000",73.26
S12000017,2007/2008,Ratio,"EASR per 100,000",69.99
S12000017,2008/2009,Ratio,"EASR per 100,000",88.41
S12000011,2005/2006,Ratio,"EASR per 100,000",42.06
S12000011,2006/2007,Ratio,"EASR per 100,000",59.08
S12000011,2004/2005,Ratio,"EASR per 100,000",51.1
S12000011,2008/2009,Ratio,"EASR per 100,000",78.67
S12000011,2007/2008,Ratio,"EASR per 100,000",53.71
S12000021,1998/1999,Ratio,"EASR per 100,000",71.93
S12000021,1997/1998,Ratio,"EASR per 100,000",40.6
S12000021,1999/2000,Ratio,"EASR per 100,000",83.25
S12000011,2003/2004,Ratio,"EASR per 100,000",33.84
S12000011,2002/2003,Ratio,"EASR per 100,000",28.54
S12000011,2014/2015,Ratio,"EASR per 100,000",69.58
S12000011,2015/2016,Ratio,"EASR per 100,000",68.77
S12000011,2013/2014,Ratio,"EASR per 100,000",62.14
S12000020,2014/2015,Ratio,"EASR per 100,000",64.17
S12000020,2015/2016,Ratio,"EASR per 100,000",121.79
S12000011,2010/2011,Ratio,"EASR per 100,000",56.92
S12000011,2009/2010,Ratio,"EASR per 100,000",68.98
S12000011,2012/2013,Ratio,"EASR per 100,000",59.32
S12000011,2011/2012,Ratio,"EASR per 100,000",62.04
S12000021,2012/2013,Ratio,"EASR per 100,000",238.71
S12000021,2011/2012,Ratio,"EASR per 100,000",305.07
S12000021,2013/2014,Ratio,"EASR per 100,000",266.85
S12000021,2009/2010,Ratio,"EASR per 100,000",255.3
S12000021,2010/2011,Ratio,"EASR per 100,000",293.48
S12000011,2001/2002,Ratio,"EASR per 100,000",32.9
S12000011,2000/2001,Ratio,"EASR per 100,000",29.39
S12000021,2014/2015,Ratio,"EASR per 100,000",295.66
S12000021,2015/2016,Ratio,"EASR per 100,000",333.71
S12000021,2003/2004,Ratio,"EASR per 100,000",199.76
S12000021,2002/2003,Ratio,"EASR per 100,000",196.97
S12000021,2004/2005,Ratio,"EASR per 100,000",214.45
S12000021,2000/2001,Ratio,"EASR per 100,000",130.04
S12000021,2001/2002,Ratio,"EASR per 100,000",181.24
S12000021,2007/2008,Ratio,"EASR per 100,000",259.96
S12000021,2008/2009,Ratio,"EASR per 100,000",274.12
S12000021,2005/2006,Ratio,"EASR per 100,000",201.46
S12000021,2006/2007,Ratio,"EASR per 100,000",226.91
S12000019,2013/2014,Ratio,"EASR per 100,000",129.79
S12000019,2012/2013,Ratio,"EASR per 100,000",136.91
S12000019,2014/2015,Ratio,"EASR per 100,000",177.6
S12000019,2010/2011,Ratio,"EASR per 100,000",108.72
S12000019,2011/2012,Ratio,"EASR per 100,000",118.77
S12000013,1999/2000,Ratio,"EASR per 100,000",34.68
S12000013,2000/2001,Ratio,"EASR per 100,000",22.06
S12000013,1998/1999,Ratio,"EASR per 100,000",14.59
S12000019,2015/2016,Ratio,"EASR per 100,000",138.73
S12000013,2001/2002,Ratio,"EASR per 100,000",28.19
S12000019,2004/2005,Ratio,"EASR per 100,000",71.72
S12000019,2003/2004,Ratio,"EASR per 100,000",64.94
S12000019,2005/2006,Ratio,"EASR per 100,000",99.57
S12000019,2001/2002,Ratio,"EASR per 100,000",54.14
S12000019,2002/2003,Ratio,"EASR per 100,000",53.09
S12000019,2008/2009,Ratio,"EASR per 100,000",109.97
S12000019,2009/2010,Ratio,"EASR per 100,000",83.41
S12000019,2006/2007,Ratio,"EASR per 100,000",111.42
S12000019,2007/2008,Ratio,"EASR per 100,000",88.54
S12000020,2008/2009,Ratio,"EASR per 100,000",45.37
S12000020,2007/2008,Ratio,"EASR per 100,000",45.69
S12000020,2009/2010,Ratio,"EASR per 100,000",57.62
S12000020,2005/2006,Ratio,"EASR per 100,000",37.97
S12000020,2006/2007,Ratio,"EASR per 100,000",28.64
S12000020,2012/2013,Ratio,"EASR per 100,000",48.58
S12000020,2013/2014,Ratio,"EASR per 100,000",54.87
S12000020,2010/2011,Ratio,"EASR per 100,000",53.54
S12000020,2011/2012,Ratio,"EASR per 100,000",51.88
S12000020,1999/2000,Ratio,"EASR per 100,000",12.28
S12000020,1998/1999,Ratio,"EASR per 100,000",6.34
S12000020,2000/2001,Ratio,"EASR per 100,000",19.47
S12000013,1997/1998,Ratio,"EASR per 100,000",0
S12000020,1997/1998,Ratio,"EASR per 100,000",7.83
S12000020,2003/2004,Ratio,"EASR per 100,000",35.43
S12000020,2004/2005,Ratio,"EASR per 100,000",37.44
S12000020,2001/2002,Ratio,"EASR per 100,000",31.55
S12000020,2002/2003,Ratio,"EASR per 100,000",18.75
S12000040,1998/1999,Ratio,"EASR per 100,000",21.38
S12000040,1997/1998,Ratio,"EASR per 100,000",28.31
S12000040,1999/2000,Ratio,"EASR per 100,000",47.38
S08000026,1997/1998,Ratio,"EASR per 100,000",43.58
S08000026,1996/1997,Ratio,"EASR per 100,000",44.12
S12000040,2003/2004,Ratio,"EASR per 100,000",56.09
S12000040,2002/2003,Ratio,"EASR per 100,000",52.93
S12000040,2004/2005,Ratio,"EASR per 100,000",62.24
S12000040,2000/2001,Ratio,"EASR per 100,000",49.11
S12000040,2001/2002,Ratio,"EASR per 100,000",53.42
S08000026,2003/2004,Ratio,"EASR per 100,000",24.2
S08000026,2004/2005,Ratio,"EASR per 100,000",54.29
S08000026,2002/2003,Ratio,"EASR per 100,000",35.07
S08000026,2006/2007,Ratio,"EASR per 100,000",86.56
S08000026,2005/2006,Ratio,"EASR per 100,000",116.87
S08000026,1999/2000,Ratio,"EASR per 100,000",31.44
S08000026,1998/1999,Ratio,"EASR per 100,000",39.97
S08000026,2001/2002,Ratio,"EASR per 100,000",38.1
S08000026,2000/2001,Ratio,"EASR per 100,000",0
S08000025,2014/2015,Ratio,"EASR per 100,000",67.9
S08000025,2015/2016,Ratio,"EASR per 100,000",40.14
S12000041,1997/1998,Ratio,"EASR per 100,000",27.09
S12000040,2014/2015,Ratio,"EASR per 100,000",150.3
S12000040,2015/2016,Ratio,"EASR per 100,000",146.01
S12000041,2001/2002,Ratio,"EASR per 100,000",23.88
S12000041,2000/2001,Ratio,"EASR per 100,000",30.09
S12000041,2002/2003,Ratio,"EASR per 100,000",37.11
S12000041,1998/1999,Ratio,"EASR per 100,000",21.03
S12000041,1999/2000,Ratio,"EASR per 100,000",23.78
S12000040,2008/2009,Ratio,"EASR per 100,000",116.91
S12000040,2007/2008,Ratio,"EASR per 100,000",127.33
S12000040,2009/2010,Ratio,"EASR per 100,000",111.27
S12000040,2005/2006,Ratio,"EASR per 100,000",76.47
S12000040,2006/2007,Ratio,"EASR per 100,000",89.02
S12000040,2012/2013,Ratio,"EASR per 100,000",139.29
S12000040,2013/2014,Ratio,"EASR per 100,000",141.15
S12000040,2010/2011,Ratio,"EASR per 100,000",121.59
S12000040,2011/2012,Ratio,"EASR per 100,000",164.81
S12000039,1997/1998,Ratio,"EASR per 100,000",43.35
S08000026,2013/2014,Ratio,"EASR per 100,000",116.11
S12000039,1998/1999,Ratio,"EASR per 100,000",42.91
S08000026,2015/2016,Ratio,"EASR per 100,000",108.74
S08000026,2014/2015,Ratio,"EASR per 100,000",91.44
S12000039,2002/2003,Ratio,"EASR per 100,000",142.49
S12000039,2001/2002,Ratio,"EASR per 100,000",108.47
S12000039,2003/2004,Ratio,"EASR per 100,000",108
S12000039,1999/2000,Ratio,"EASR per 100,000",69.71
S12000039,2000/2001,Ratio,"EASR per 100,000",92.51
S12000038,2010/2011,Ratio,"EASR per 100,000",157.2
S12000038,2009/2010,Ratio,"EASR per 100,000",123.08
S12000038,2011/2012,Ratio,"EASR per 100,000",151.87
S12000038,2007/2008,Ratio,"EASR per 100,000",95.98
S12000038,2008/2009,Ratio,"EASR per 100,000",136.59
S12000038,2014/2015,Ratio,"EASR per 100,000",169.22
S12000038,2015/2016,Ratio,"EASR per 100,000",167.11
S12000038,2012/2013,Ratio,"EASR per 100,000",138.11
S12000038,2013/2014,Ratio,"EASR per 100,000",164.08
S08000026,2012/2013,Ratio,"EASR per 100,000",76.26
S12000039,2015/2016,Ratio,"EASR per 100,000",217.73
S08000026,2011/2012,Ratio,"EASR per 100,000",89.4
S12000039,2013/2014,Ratio,"EASR per 100,000",149.03
S12000039,2014/2015,Ratio,"EASR per 100,000",163.37
S08000026,2008/2009,Ratio,"EASR per 100,000",199.99
S08000026,2007/2008,Ratio,"EASR per 100,000",143.76
S08000026,2010/2011,Ratio,"EASR per 100,000",160.48
S08000026,2009/2010,Ratio,"EASR per 100,000",149.62
S12000039,2007/2008,Ratio,"EASR per 100,000",128
S12000039,2006/2007,Ratio,"EASR per 100,000",77.47
S12000039,2008/2009,Ratio,"EASR per 100,000",124.67
S12000039,2004/2005,Ratio,"EASR per 100,000",96.88
S12000039,2005/2006,Ratio,"EASR per 100,000",92.78
S12000039,2011/2012,Ratio,"EASR per 100,000",106.89
S12000039,2012/2013,Ratio,"EASR per 100,000",130.15
S12000039,2009/2010,Ratio,"EASR per 100,000",146.64
S12000039,2010/2011,Ratio,"EASR per 100,000",164.84
S12000042,2015/2016,Ratio,"EASR per 100,000",250.61
S12000042,2014/2015,Ratio,"EASR per 100,000",259.44
S08000024,2015/2016,Ratio,"EASR per 100,000",153.34
S12000042,2012/2013,Ratio,"EASR per 100,000",214.21
S12000042,2013/2014,Ratio,"EASR per 100,000",252.53
S08000024,2011/2012,Ratio,"EASR per 100,000",137.41
S08000024,2012/2013,Ratio,"EASR per 100,000",127.43
S08000024,2010/2011,Ratio,"EASR per 100,000",125.93
S08000024,2014/2015,Ratio,"EASR per 100,000",182.17
S08000024,2013/2014,Ratio,"EASR per 100,000",144.82
S12000042,2006/2007,Ratio,"EASR per 100,000",72.92
S12000042,2005/2006,Ratio,"EASR per 100,000",60.63
S12000042,2007/2008,Ratio,"EASR per 100,000",94.73
S12000042,2003/2004,Ratio,"EASR per 100,000",55.15
S12000042,2004/2005,Ratio,"EASR per 100,000",52.93
S12000042,2010/2011,Ratio,"EASR per 100,000",225.65
S12000042,2011/2012,Ratio,"EASR per 100,000",221.06
S12000042,2008/2009,Ratio,"EASR per 100,000",164.2
S12000042,2009/2010,Ratio,"EASR per 100,000",188.58
S12000045,2004/2005,Ratio,"EASR per 100,000",35.42
S12000045,2003/2004,Ratio,"EASR per 100,000",24.55
S12000045,2005/2006,Ratio,"EASR per 100,000",28.59
S12000045,2001/2002,Ratio,"EASR per 100,000",37.95
S12000045,2002/2003,Ratio,"EASR per 100,000",58.99
S12000045,2008/2009,Ratio,"EASR per 100,000",41.9
S12000045,2009/2010,Ratio,"EASR per 100,000",46.14
S12000045,2006/2007,Ratio,"EASR per 100,000",38.3
S12000045,2007/2008,Ratio,"EASR per 100,000",49.16
S08000024,2006/2007,Ratio,"EASR per 100,000",109.44
S08000024,2007/2008,Ratio,"EASR per 100,000",116.7
S08000024,2005/2006,Ratio,"EASR per 100,000",103.48
S08000024,2009/2010,Ratio,"EASR per 100,000",105.28
S08000024,2008/2009,Ratio,"EASR per 100,000",121.61
S12000045,1999/2000,Ratio,"EASR per 100,000",36.37
S12000045,2000/2001,Ratio,"EASR per 100,000",43.53
S12000045,1997/1998,Ratio,"EASR per 100,000",19.67
S12000045,1998/1999,Ratio,"EASR per 100,000",29.68
S12000041,2015/2016,Ratio,"EASR per 100,000",76.11
S12000041,2014/2015,Ratio,"EASR per 100,000",124.8
S08000025,2013/2014,Ratio,"EASR per 100,000",70.72
S12000041,2012/2013,Ratio,"EASR per 100,000",68.24
S12000041,2013/2014,Ratio,"EASR per 100,000",105.43
S08000025,2009/2010,Ratio,"EASR per 100,000",18.31
S08000025,2010/2011,Ratio,"EASR per 100,000",39.7
S08000025,2008/2009,Ratio,"EASR per 100,000",15.53
S08000025,2012/2013,Ratio,"EASR per 100,000",43.73
S08000025,2011/2012,Ratio,"EASR per 100,000",25.09
S12000041,2006/2007,Ratio,"EASR per 100,000",34.56
S12000041,2005/2006,Ratio,"EASR per 100,000",33.85
S12000041,2007/2008,Ratio,"EASR per 100,000",45.44
S12000041,2003/2004,Ratio,"EASR per 100,000",29.33
S12000041,2004/2005,Ratio,"EASR per 100,000",22.12
S12000041,2010/2011,Ratio,"EASR per 100,000",102.24
S12000041,2011/2012,Ratio,"EASR per 100,000",97.93
S12000041,2008/2009,Ratio,"EASR per 100,000",67.3
S12000041,2009/2010,Ratio,"EASR per 100,000",82.45
S12000042,1997/1998,Ratio,"EASR per 100,000",76.28
S08000025,1996/1997,Ratio,"EASR per 100,000",0
S12000042,1998/1999,Ratio,"EASR per 100,000",64.17
S08000025,1998/1999,Ratio,"EASR per 100,000",0
S08000025,1997/1998,Ratio,"EASR per 100,000",0
S12000042,2001/2002,Ratio,"EASR per 100,000",63.91
S12000042,2002/2003,Ratio,"EASR per 100,000",69.13
S12000042,1999/2000,Ratio,"EASR per 100,000",56.74
S12000042,2000/2001,Ratio,"EASR per 100,000",69.44
S08000025,2004/2005,Ratio,"EASR per 100,000",33.52
S08000025,2005/2006,Ratio,"EASR per 100,000",0
S08000025,2003/2004,Ratio,"EASR per 100,000",31.62
S08000025,2007/2008,Ratio,"EASR per 100,000",19.32
S08000025,2006/2007,Ratio,"EASR per 100,000",13.87
S08000025,2000/2001,Ratio,"EASR per 100,000",0
S08000025,1999/2000,Ratio,"EASR per 100,000",0
S08000025,2002/2003,Ratio,"EASR per 100,000",33.04
S08000025,2001/2002,Ratio,"EASR per 100,000",0
S12000034,2000/2001,Ratio,"EASR per 100,000",36.37
S12000034,1999/2000,Ratio,"EASR per 100,000",35.5
S12000034,2001/2002,Ratio,"EASR per 100,000",47.36
S12000034,1997/1998,Ratio,"EASR per 100,000",23.82
S12000034,1998/1999,Ratio,"EASR per 100,000",34.74
S12000034,2005/2006,Ratio,"EASR per 100,000",44.13
S12000034,2004/2005,Ratio,"EASR per 100,000",55.29
S12000034,2006/2007,Ratio,"EASR per 100,000",48.66
S12000034,2002/2003,Ratio,"EASR per 100,000",41.56
S12000034,2003/2004,Ratio,"EASR per 100,000",40.38
S12000033,2013/2014,Ratio,"EASR per 100,000",176.53
S12000033,2012/2013,Ratio,"EASR per 100,000",161
S12000033,2014/2015,Ratio,"EASR per 100,000",162.59
S12000033,2010/2011,Ratio,"EASR per 100,000",217.2
S12000033,2011/2012,Ratio,"EASR per 100,000",189.99
S12000005,2014/2015,Ratio,"EASR per 100,000",81.45
S12000005,2013/2014,Ratio,"EASR per 100,000",91.84
S12000033,2015/2016,Ratio,"EASR per 100,000",165.23
S12000005,2015/2016,Ratio,"EASR per 100,000",174.26
S12000005,2009/2010,Ratio,"EASR per 100,000",68.33
S12000005,2010/2011,Ratio,"EASR per 100,000",77.71
S12000005,2008/2009,Ratio,"EASR per 100,000",97.58
S12000005,2012/2013,Ratio,"EASR per 100,000",68.08
S12000005,2011/2012,Ratio,"EASR per 100,000",74.2
S12000005,2004/2005,Ratio,"EASR per 100,000",58.94
S12000005,2005/2006,Ratio,"EASR per 100,000",42
S12000005,2003/2004,Ratio,"EASR per 100,000",63.47
S12000005,2007/2008,Ratio,"EASR per 100,000",88.46
S12000005,2006/2007,Ratio,"EASR per 100,000",51.64
S12000034,2010/2011,Ratio,"EASR per 100,000",67.8
S12000034,2009/2010,Ratio,"EASR per 100,000",60.75
S12000034,2011/2012,Ratio,"EASR per 100,000",59.86
S12000034,2007/2008,Ratio,"EASR per 100,000",62.3
S12000034,2008/2009,Ratio,"EASR per 100,000",68.85
S12000034,2014/2015,Ratio,"EASR per 100,000",46.92
S12000034,2015/2016,Ratio,"EASR per 100,000",47.04
S12000034,2012/2013,Ratio,"EASR per 100,000",49.81
S12000034,2013/2014,Ratio,"EASR per 100,000",48.81
S12000006,2008/2009,Ratio,"EASR per 100,000",124.35
S12000006,2009/2010,Ratio,"EASR per 100,000",134.89
S12000006,2007/2008,Ratio,"EASR per 100,000",106.73
S12000006,2011/2012,Ratio,"EASR per 100,000",131.24
S12000006,2010/2011,Ratio,"EASR per 100,000",126.14
S12000006,2003/2004,Ratio,"EASR per 100,000",80.9
S12000006,2004/2005,Ratio,"EASR per 100,000",74.4
S12000006,2002/2003,Ratio,"EASR per 100,000",102.56
S12000006,2006/2007,Ratio,"EASR per 100,000",92.99
S12000006,2005/2006,Ratio,"EASR per 100,000",85.05
S12000030,2011/2012,Ratio,"EASR per 100,000",86.33
S12000030,2010/2011,Ratio,"EASR per 100,000",134.92
S12000030,2012/2013,Ratio,"EASR per 100,000",108.79
S12000030,2008/2009,Ratio,"EASR per 100,000",95.27
S12000030,2009/2010,Ratio,"EASR per 100,000",113.54
S12000030,2015/2016,Ratio,"EASR per 100,000",129.47
S12000006,2012/2013,Ratio,"EASR per 100,000",139.32
S12000030,2013/2014,Ratio,"EASR per 100,000",96.55
S12000030,2014/2015,Ratio,"EASR per 100,000",110.86
S12000033,2004/2005,Ratio,"EASR per 100,000",173.23
S12000033,2003/2004,Ratio,"EASR per 100,000",154.14
S12000033,2005/2006,Ratio,"EASR per 100,000",160.93
S12000033,2001/2002,Ratio,"EASR per 100,000",142.8
S12000033,2002/2003,Ratio,"EASR per 100,000",160.4
S12000033,2008/2009,Ratio,"EASR per 100,000",225.34
S12000033,2009/2010,Ratio,"EASR per 100,000",251.72
S12000033,2006/2007,Ratio,"EASR per 100,000",200.82
S12000033,2007/2008,Ratio,"EASR per 100,000",206.25
S12000006,1998/1999,Ratio,"EASR per 100,000",58.84
S12000006,1999/2000,Ratio,"EASR per 100,000",58.46
S12000006,1997/1998,Ratio,"EASR per 100,000",50.86
S12000006,2001/2002,Ratio,"EASR per 100,000",106.9
S12000006,2000/2001,Ratio,"EASR per 100,000",69.69
S12000033,1999/2000,Ratio,"EASR per 100,000",146.13
S12000033,2000/2001,Ratio,"EASR per 100,000",147.02
S12000033,1997/1998,Ratio,"EASR per 100,000",114.6
S12000033,1998/1999,Ratio,"EASR per 100,000",115.15
S08000028,2010/2011,Ratio,"EASR per 100,000",32.79
S08000028,2011/2012,Ratio,"EASR per 100,000",50.73
S08000028,2009/2010,Ratio,"EASR per 100,000",25.77
S12000036,2015/2016,Ratio,"EASR per 100,000",170.2
S08000028,2012/2013,Ratio,"EASR per 100,000",44.27
S08000028,2005/2006,Ratio,"EASR per 100,000",43.93
S08000028,2006/2007,Ratio,"EASR per 100,000",42.18
S08000028,2004/2005,Ratio,"EASR per 100,000",58.88
S08000028,2008/2009,Ratio,"EASR per 100,000",28.3
S08000028,2007/2008,Ratio,"EASR per 100,000",44.14
S12000036,2009/2010,Ratio,"EASR per 100,000",116.57
S12000036,2008/2009,Ratio,"EASR per 100,000",134.64
S12000036,2010/2011,Ratio,"EASR per 100,000",141.99
S12000036,2006/2007,Ratio,"EASR per 100,000",124.2
S12000036,2007/2008,Ratio,"EASR per 100,000",128.41
S12000036,2013/2014,Ratio,"EASR per 100,000",159.55
S12000036,2014/2015,Ratio,"EASR per 100,000",209.92
S12000036,2011/2012,Ratio,"EASR per 100,000",141.57
S12000036,2012/2013,Ratio,"EASR per 100,000",135.61
S12000038,2001/2002,Ratio,"EASR per 100,000",70.41
S12000038,2000/2001,Ratio,"EASR per 100,000",54.46
S12000038,2002/2003,Ratio,"EASR per 100,000",74.26
S12000038,1998/1999,Ratio,"EASR per 100,000",42.01
S12000038,1999/2000,Ratio,"EASR per 100,000",60.96
S12000038,2005/2006,Ratio,"EASR per 100,000",72.85
S12000038,2006/2007,Ratio,"EASR per 100,000",100.39
S12000038,2003/2004,Ratio,"EASR per 100,000",64.57
S12000038,2004/2005,Ratio,"EASR per 100,000",75.94
S08000028,2000/2001,Ratio,"EASR per 100,000",22.06
S08000028,2001/2002,Ratio,"EASR per 100,000",28.19
S08000028,1999/2000,Ratio,"EASR per 100,000",34.68
S08000028,2003/2004,Ratio,"EASR per 100,000",58.45
S08000028,2002/2003,Ratio,"EASR per 100,000",40.82
S08000028,1996/1997,Ratio,"EASR per 100,000",11.27
S12000038,1997/1998,Ratio,"EASR per 100,000",24.79
S08000028,1998/1999,Ratio,"EASR per 100,000",14.59
S08000028,1997/1998,Ratio,"EASR per 100,000",0
S12000035,2003/2004,Ratio,"EASR per 100,000",65.46
S12000035,2002/2003,Ratio,"EASR per 100,000",56.19
