FeatureCode,DateCode,Measurement,Units,Value,Scottish Health Survey Indicator,Sex
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,70.1,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2014,Percent,Percent Of Adults,71,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,68.3,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2017,Percent,Percent Of Adults,66,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,66.6,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2012,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2018,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,70.7,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,66,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,66.5,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2016,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,69.8,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2016,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,70.8,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,71.6,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,70.2,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2014,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,66.8,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,66.1,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,69.7,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,67.6,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,66.1,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2017,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,10.9,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,11.2,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,18.3,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2014,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2013,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2017,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,15.4,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,16.3,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,15.7,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,15.1,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,20.1,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2014,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,11.8,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,16.5,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2008,Percent,Percent Of Adults,12,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2016,Percent,Percent Of Adults,13,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2010,Percent,Percent Of Adults,13,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2011,Percent,Percent Of Adults,13,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,14.8,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,11.3,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2012,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2019,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2019,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,18.4,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,15.1,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,14.4,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,18.8,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,18.2,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,18.5,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,18.7,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2019,Percent,Percent Of Adults,19,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,14.4,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2015,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,16.7,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,10.9,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,16.5,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,15.7,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2008,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2016,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,20.5,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,16.7,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2011,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2010,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,12.8,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,15.7,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2011,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2012,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,16.1,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,13.9,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,15.1,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,12.3,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,19.2,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2015,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,56,Alcohol consumption: Moderate drinker,Male
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,67.8,Alcohol consumption: Moderate drinker,Female
S92000003,2011,Percent,Percent Of Adults,51,Alcohol consumption: Moderate drinker,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,62.7,Alcohol consumption: Moderate drinker,Female
S92000003,2017,Percent,Percent Of Adults,53,Alcohol consumption: Moderate drinker,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,49.7,Alcohol consumption: Moderate drinker,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,56.3,Alcohol consumption: Moderate drinker,Male
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,56.1,Alcohol consumption: Moderate drinker,All
S92000003,2018,Percent,Percent Of Adults,55,Alcohol consumption: Moderate drinker,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,67.5,Alcohol consumption: Moderate drinker,Female
S92000003,2017,Percent,Percent Of Adults,65,Alcohol consumption: Moderate drinker,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,56.4,Alcohol consumption: Moderate drinker,Male
S92000003,2019,Percent,Percent Of Adults,60,Alcohol consumption: Moderate drinker,All
S92000003,2011,Percent,Percent Of Adults,65,Alcohol consumption: Moderate drinker,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,57.9,Alcohol consumption: Moderate drinker,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,51.1,Alcohol consumption: Moderate drinker,Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,69.3,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,58,Alcohol consumption: Moderate drinker,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,60.4,Alcohol consumption: Moderate drinker,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,65.7,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2013,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,66.6,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,56.2,Alcohol consumption: Moderate drinker,All
S92000003,2009,Percent,Percent Of Adults,58,Alcohol consumption: Moderate drinker,All
S92000003,2019,Percent,Percent Of Adults,54,Alcohol consumption: Moderate drinker,Male
S92000003,2016,Percent,Percent Of Adults,58,Alcohol consumption: Moderate drinker,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,66.9,Alcohol consumption: Moderate drinker,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,67.7,Alcohol consumption: Moderate drinker,Female
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,59.2,Alcohol consumption: Moderate drinker,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,66.4,Alcohol consumption: Moderate drinker,Female
S92000003,2016,Percent,Percent Of Adults,63,Alcohol consumption: Moderate drinker,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,56.6,Alcohol consumption: Moderate drinker,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,55.6,Alcohol consumption: Moderate drinker,Male
S92000003,2015,Percent,Percent Of Adults,58,Alcohol consumption: Moderate drinker,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,46.4,Alcohol consumption: Moderate drinker,Male
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,46.8,Alcohol consumption: Moderate drinker,Male
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,62.4,Alcohol consumption: Moderate drinker,Female
S92000003,2010,Percent,Percent Of Adults,57,Alcohol consumption: Moderate drinker,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,59.6,Alcohol consumption: Moderate drinker,All
S92000003,2013,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,Female
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,59.5,Alcohol consumption: Moderate drinker,All
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,62.3,Alcohol consumption: Moderate drinker,Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,58.6,Alcohol consumption: Moderate drinker,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,68.9,Alcohol consumption: Moderate drinker,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,63.2,Alcohol consumption: Moderate drinker,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,67.5,Alcohol consumption: Moderate drinker,Female
S92000003,2019,Percent,Percent Of Adults,65,Alcohol consumption: Moderate drinker,Female
S92000003,2017,Percent,Percent Of Adults,59,Alcohol consumption: Moderate drinker,All
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,66.8,Alcohol consumption: Moderate drinker,Female
S92000003,2018,Percent,Percent Of Adults,65,Alcohol consumption: Moderate drinker,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,61,Alcohol consumption: Moderate drinker,All
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,50.5,Alcohol consumption: Moderate drinker,Male
S92000003,2014,Percent,Percent Of Adults,65,Alcohol consumption: Moderate drinker,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,57.3,Alcohol consumption: Moderate drinker,All
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,48.5,Alcohol consumption: Moderate drinker,Male
S92000003,2014,Percent,Percent Of Adults,51,Alcohol consumption: Moderate drinker,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,63.1,Alcohol consumption: Moderate drinker,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,65.7,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,69.4,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2008,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2012,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,70.4,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,65.2,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2013,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2009,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,72,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,69.4,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,67.7,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,67.8,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2017,Percent,Percent Of Adults,65,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,68.2,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,63.1,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2014,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2015,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,69.7,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,70.8,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,71.1,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,64.3,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2018,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,64.8,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2015,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,69.7,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2016,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2011,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2013,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2019,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2010,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,69.9,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,67.4,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2011,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,71.5,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2010,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,73.1,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,69.9,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2009,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2012,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2019,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,69.4,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2015,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,72,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,68.4,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,66.1,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2009,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,64.2,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,66.6,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,68.7,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,66.9,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,71.7,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,69.5,Fruit & vegetable consumption: Less than 5 portions,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,65.9,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2010,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,70.1,Fruit & vegetable consumption: Less than 5 portions,Female
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,7.7,Self-assessed general health: Bad/Very bad,Female
S92000003,2008,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,All
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,6.4,Self-assessed general health: Bad/Very bad,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,7.8,Self-assessed general health: Bad/Very bad,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,8.9,Self-assessed general health: Bad/Very bad,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,6.8,Self-assessed general health: Bad/Very bad,Female
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,8.2,Self-assessed general health: Bad/Very bad,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,7.3,Self-assessed general health: Bad/Very bad,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,74.1,Self-assessed general health: Very good/Good,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,77.3,Self-assessed general health: Very good/Good,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,77.8,Self-assessed general health: Very good/Good,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,72.1,Self-assessed general health: Very good/Good,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,10.5,Self-assessed general health: Bad/Very bad,Female
S92000003,2015,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Female
S92000003,2017,Percent,Percent Of Adults,75,Self-assessed general health: Very good/Good,Male
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,6.5,Self-assessed general health: Bad/Very bad,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,6.1,Self-assessed general health: Bad/Very bad,Male
S92000003,2016,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,9.6,Self-assessed general health: Bad/Very bad,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,9.2,Self-assessed general health: Bad/Very bad,Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,8.9,Self-assessed general health: Bad/Very bad,Male
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,10.7,Self-assessed general health: Bad/Very bad,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,10.1,Self-assessed general health: Bad/Very bad,Female
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,7.1,Self-assessed general health: Bad/Very bad,Female
S92000003,2015,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,All
S92000003,2013,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,9.4,Self-assessed general health: Bad/Very bad,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,7.5,Self-assessed general health: Bad/Very bad,Female
S92000003,2018,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,70,Self-assessed general health: Very good/Good,Female
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,74.4,Self-assessed general health: Very good/Good,Female
S92000003,2013,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,Female
S92000003,2010,Percent,Percent Of Adults,75,Self-assessed general health: Very good/Good,All
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,75.6,Self-assessed general health: Very good/Good,Female
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,74.4,Self-assessed general health: Very good/Good,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,71.6,Self-assessed general health: Very good/Good,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,71.2,Self-assessed general health: Very good/Good,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,71.5,Self-assessed general health: Very good/Good,Male
S92000003,2009,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,71.4,Self-assessed general health: Very good/Good,Female
S92000003,2008,Percent,Percent Of Adults,75,Self-assessed general health: Very good/Good,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,76.9,Self-assessed general health: Very good/Good,All
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,74.1,Self-assessed general health: Very good/Good,All
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,69.6,Self-assessed general health: Very good/Good,Male
S92000003,2013,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,All
S92000003,2016,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,72.6,Self-assessed general health: Very good/Good,All
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,76.2,Self-assessed general health: Very good/Good,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,75.8,Self-assessed general health: Very good/Good,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,72.9,Self-assessed general health: Very good/Good,Female
S92000003,2008,Percent,Percent Of Adults,76,Self-assessed general health: Very good/Good,Male
S92000003,2017,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,73.6,Self-assessed general health: Very good/Good,All
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,76.3,Self-assessed general health: Very good/Good,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,71.2,Self-assessed general health: Very good/Good,Male
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,76.2,Self-assessed general health: Very good/Good,Female
S92000003,2008,Percent,Percent Of Adults,75,Self-assessed general health: Very good/Good,Female
S92000003,2010,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,All
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,9.4,Self-assessed general health: Bad/Very bad,Male
S92000003,2011,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Male
S92000003,2013,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male
S92000003,2016,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,7.5,Self-assessed general health: Bad/Very bad,All
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,6.1,Self-assessed general health: Bad/Very bad,Female
S92000003,2016,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,7.8,Self-assessed general health: Bad/Very bad,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,9.1,Self-assessed general health: Bad/Very bad,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,6.4,Self-assessed general health: Bad/Very bad,Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,9.1,Self-assessed general health: Bad/Very bad,Male
S92000003,2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Female
